f1,f2,f3,f4,f5,f6,f7,f8,f9
543.867,656.435,760.422,486.195,551.077,688.903,669.085,186.808,560.423
884.755,826.707,754.48,783.036,783.036,818.667,554.452,109.488,328.464
565.818,646.378,242.82,1212.006,1451.983,1073.902,374.826,-140.754,821.195
687.725,720.723,373.037,1245.25,1352.25,1243.45,478.441,0,0
551.542,639.061,225.902,1201.442,1483.675,1138.133,448.35,87.617,262.85
546.276,634.072,250.625,1194.431,1462.386,1044.301,367.876,-128.959,827.423
331.559,497.338,128.712,1113.409,1554.706,1066.896,463.314,134.97,404.911
694.266,703.23,405.803,1066.929,1207.491,959.228,410.197,-172.624,958.418
927.319,836.779,665.041,983.353,1006.265,957.97,500.137,52.262,156.786
873.74,791.761,622.62,886.584,957.207,889.289,534.092,104.398,313.194
624.288,650.567,343.038,1272,1272,1240.68,470.595,-231.104,693.313
825.813,760.058,574.394,932.515,932.515,894.361,468.688,-226.527,1037.552
540.743,552.372,310.492,1272,1272,1169.037,504.801,-121.358,976.057
262.494,331.535,247.7,1185.474,1272,1126.23,604.153,19.606,1062.029
821.65,740.567,590.29,812.161,812.161,818.667,515.618,-190.194,1169.26
651.439,668.667,370.189,1272,1272,1334.926,556.925,0,0
829.565,787.418,548.315,1111.5,1111.5,1152.629,524.282,0,0
927.558,836.092,666.293,991.587,991.587,988.877,513.322,39.971,119.913
937.613,838.245,681.81,958.821,958.821,942.588,505.954,18.994,248.377
816.024,724.402,599.561,858.123,858.123,935.47,621.512,129.575,388.724
271.763,407.644,166.964,1127.911,1453.82,1099.684,548.016,170.491,511.472
704.198,626.004,621.45,639.155,691.704,807.32,706.084,186.808,560.423
898.064,786.611,672.582,776.894,776.894,818.667,562.642,-2.099,675.511
908.582,777.414,702.55,482.882,482.882,483.752,274.977,-140.172,1145.83
675.514,-221.729,-380,1234.329,1385.014,848,-57.829,170.114,168.429
570,-380,-380,1216.874,1437.379,848,-60.967,204.632,215.498
646.349,-390.18,-380,1272,1272,848,-59.982,66.428,582.859
863.177,890.865,987.164,377.12,377.12,409.722,267.38,154.764,277.021
662.884,602.331,1100.083,284.942,343.134,228.756,2.366,206.273,312.958
680.52,618.498,1010.155,360.77,360.77,543.519,556.851,226.268,492.916
365.504,548.255,0,1101.409,1783.772,1043.518,278.088,99.565,209.559
366.91,550.365,36.358,1109.491,1704.99,987.735,251.207,132.914,261.777
154.419,397.238,331.221,117.804,1256.773,376.935,160.09,215.869,319.653
89.162,133.743,0,1085.142,1832.573,956.571,160.09,66.441,767.939
265.392,398.088,0,-439.609,1365.198,116.3,160.09,215.869,319.653
0,169.784,339.568,68.393,1317.362,362.328,155.463,266.77,389.062
0,0,0,1070.392,1876.823,956.571,157.438,95.609,807.714
0,0,0,-497.518,1492.555,108.571,152.154,303.163,438.69
778.471,836.041,925.51,406.552,406.552,549.839,512.477,169.857,396.191
541.654,530.886,881.221,380.635,380.635,517.086,476.082,-56.376,1289.838
717.025,478.017,717.025,452.752,452.752,615.27,578.083,-92.763,1463.42
170.5,113.667,170.5,-417.475,1252.424,157.286,252.752,292.66,464.224
1073.247,695.808,882.559,400.826,400.826,533.127,427.867,29.003,87.01
1115.779,411.829,828.088,380.635,380.635,501.905,385.13,-26.132,155.836
943.549,460.515,796.867,824.247,824.247,903.898,489.035,0,0
875.525,873.031,1144.53,345.456,403.806,375.369,231.845,72.599,217.796
1058.263,751.205,906.005,403.806,403.806,542.137,441.587,32.188,96.564
893.341,861.153,1015.953,403.806,403.806,573.551,569.86,113.34,340.02
866.561,879.254,1155.422,343.052,403.822,371.951,227.373,73.715,220.476
866.521,879.195,1155.423,342.754,404.691,372.184,227.884,73.424,220.273
866.633,879.21,1155.993,342.846,403.806,371.799,227.317,73.236,220.839
866.445,879.084,1155.427,343.035,403.806,381.422,239.11,70.783,212.348
866.445,879.084,1155.427,343.035,403.806,372.705,228.94,73.688,221.065
886.362,908.155,1033.156,406.585,406.585,580.621,475.225,87.371,147.374
868.388,881.921,1033.813,404.077,404.077,578.864,579.502,122.749,357.049
879.776,898.543,1033.397,354.466,559.267,579.977,513.433,49.133,147.4
868.281,881.765,1033.817,397.009,425.224,578.853,580.123,115.906,347.717
942.829,930.007,1110.268,403.806,403.806,600.498,539.856,-33.468,357.9
875.065,884.831,1042.505,403.806,403.806,581.137,585.032,108.512,377.261
986.785,882.274,1090.616,200.258,200.258,358.02,410.197,-280.149,1280.994
910.389,900.446,993.602,557.611,557.611,799.352,569.565,0,0
873.097,882.318,1119.991,380.987,427.089,674.021,583.942,0,0
866.445,879.084,1033.884,403.806,403.806,589.428,593.06,119.568,358.704
866.445,879.084,1038.704,401.396,403.806,582.805,590.779,120.377,361.132
674.326,612.82,1133.934,288.041,354.576,236.384,13.331,185.772,298.655
700.385,636.707,1162.599,243.199,608.974,612.611,538.281,0,0
743.878,665.703,1293.078,275.819,380.635,525.625,407.802,-43.493,130.479
747.077,666.951,1309.392,264.842,377.1,251.4,73.424,23.197,370.955
849.151,853.843,1156.174,340.564,401.393,627.438,539.764,0,0
757.836,583.087,1013.228,813.386,863.218,986.003,615.786,0,0
700.385,636.707,1162.599,319.312,380.635,667.563,703.876,83.166,249.499
504.465,457.113,947.086,84.208,184.715,514.296,843.979,257.25,771.75
700.385,636.707,1133.009,243.199,653.358,642.201,582.666,0,0
870.248,749.949,1209.816,380.635,380.635,695.103,608.48,-169.863,509.589
835.448,726.749,1247.293,344.497,380.635,662.98,613.834,-135.063,405.189
925.058,750.237,1192.121,235.627,235.627,529.958,590.346,-338.644,1202.149
843.46,680.296,1079.439,173.458,173.458,465.199,660.287,-214.306,1458.598
1456.465,-15.386,291.406,63.604,63.604,120.069,116.5,-265.444,796.332
805.263,647.556,1251.206,32.098,144.355,96.237,73.424,-267.734,1243.747
700.385,636.707,1039.953,380.635,380.635,932.121,782.294,0,0
676.818,615.104,1004.602,357.068,357.068,701.634,759.766,167.246,501.737
515.054,466.821,943.115,104.725,195.304,541.211,873.763,257.25,771.75
927.207,71.143,-406.051,1231.481,1393.556,965.385,96.641,0,0
751.385,-500.923,-500.923,1145.942,1650.173,908.462,1.769,28.462,0
609.077,-406.051,-406.051,1102.523,1780.431,965.385,96.641,-120.425,361.275
351.009,526.514,0,1099.963,1788.11,1075.969,322.129,-93.273,616.754
354.223,531.335,0,1087.108,1826.677,1209.015,380.877,0,0
350.855,526.282,0,1100.582,1786.255,1127.093,383.71,73.585,220.754
0,0,0,947.353,2245.94,1209.015,380.877,-149.429,448.286
0,0,0,1076.575,1858.276,1280.338,568.301,-23.601,825.768
0,0,0,1059.1,1910.699,1514.159,644.41,0,0
347.718,521.577,62.431,1081.913,1748.614,1010.084,316.55,-76.004,668.558
807.667,-538.444,-472.248,1143.187,1559.146,859.47,17.205,-110.968,332.905
0,0,200.808,917.232,2035.092,1128.692,421.038,-149.429,448.286
0,0,261.135,1138.693,1280.22,1180.402,756.537,108.506,1222.091
0,0,402.8,973.657,1562.829,1301.829,680.743,0,0
0,169.784,625.421,143.158,664.287,607.345,811.27,280.888,842.663
0,0,327.248,-411.926,744.907,389.07,902.93,319.326,957.977
570,-380,-380,1212.143,1451.571,848,-57.829,47.829,535.286
1225,-467.333,-380,794.048,794.048,529.365,-46.6,-119.352,497.857
1412.976,10.955,-108.167,474.188,474.188,393.792,116.5,-213.415,640.246
1259.251,103.517,339.272,490.448,490.448,532.472,308.259,-291.54,874.619
1526.705,-290.094,-108.167,285.232,285.232,267.821,116.5,-232.666,697.998
829.333,854.343,996.772,403.806,403.806,568.07,500.48,-255.827,1080.566
769.972,814.769,937.411,403.806,403.806,551.11,524.979,-191.754,1187.981
783.209,691.923,1122.777,380.635,380.635,687.068,585.716,-335.907,1007.721
724.962,653.092,1153.805,335.998,380.635,645.982,588.337,-322.039,966.116
534.876,526.368,874.444,380.635,380.635,699.378,705.864,-122.112,1294.345
206.109,307.19,774.365,266.291,380.635,617.235,802.467,58.748,1367.256
352.245,234.83,352.245,1272,1272,1519.213,712.819,-233.296,699.889
874.876,583.251,874.876,693.288,693.288,903.965,609.691,-357.732,1073.197
0,0,464.593,1039.704,1272,1354.794,760.19,-149.429,448.286
848.041,565.361,918.381,617.226,652.396,846.09,616.74,-351.343,1054.029
980.013,811.672,790.016,563.977,563.977,710.275,543.495,-295.468,1138.763
713.467,475.645,713.467,447.331,447.331,766.449,773.684,-148.809,1469.384
2.11,0,261.696,1141.152,1272,1178.471,752.956,109.329,1219.734
0,0,264.509,1139.745,1272,1183.294,760.19,107.821,1220.036
558.077,372.051,732.617,123.276,210.546,557.991,883.691,-25.054,1618.662
914.912,757.284,738.1,484.867,484.867,642.702,600.081,-204.271,1338.186
1498.77,40.38,10.952,274.239,274.239,260.493,116.5,-241.777,725.331
911.155,774.194,711.047,443.644,443.644,456.286,272.159,-166.683,1231.299
0,0,269.222,1137.389,1272,1649.333,908,0,0
621.443,584.079,961.011,380.635,380.635,1001.883,828.19,0,0
618.667,412.444,618.667,896.333,896.333,1344.889,827,0,0
908.558,819.468,652.044,963.087,963.087,1063.262,551.411,0,0
0,0,402.8,1070.6,1272,1301.829,810,129.257,387.771
0,0,402.8,1070.6,1272,1500.223,852.084,0,0
0,0,493.532,1025.234,1272,1379.599,797.398,-37.805,113.415
729.448,486.299,840.469,1062.385,1117.896,1157.41,618.219,0,0
66.495,169.784,640.885,229.977,380.635,544.606,693.524,257.25,904.739
78.442,0,308.669,637.315,791.65,811.264,682.496,257.25,928.634
546.716,665.932,849.617,336.075,403.806,603.433,697.355,196.012,588.036
0,0,402.8,686.621,888.021,1045.843,937.993,257.25,771.75
458.476,293.098,643.993,436.121,538.294,746.683,838.98,257.25,809.408
170.5,113.667,458.097,-342.254,595.365,403.797,912.56,306.864,920.591
448.081,298.72,671.648,443.378,555.161,798.332,899.586,257.25,771.75
1022.804,-100.205,-499.778,1234.633,1234.633,882.978,1.311,28.633,0
1125.125,73.494,-294.831,1111.5,1111.5,843.555,104.056,-10.769,32.308
1090.76,171.59,-177.937,1111.5,1111.5,885.062,161.156,0,0
992.08,-84.377,-382.468,995.824,995.824,665.116,-53.154,129.185,113.12
998.385,-83.993,-380,981.798,981.798,654.532,-54.191,128.832,117.678
1052.574,29.099,-339.391,686.94,848.336,496.462,-29.852,123.427,114.257
1254.853,-82.096,-380,649.661,649.661,433.107,-50.173,37.762,198.034
1100.533,404.287,235.187,643.916,643.916,605.045,306.419,118.163,241.396
1423.246,-169.965,-380,473.675,473.675,315.783,-46.6,-43.233,269.5
1426.544,124.498,20.867,518.733,518.733,460.356,171.8,-80.289,240.867
1515.639,-23.225,-108.167,398.917,398.917,343.611,116.5,-106.403,319.208
1130.888,516.597,361.713,812.617,812.617,826.946,381.167,0,0
1088.651,704.605,855.039,389.988,389.988,520.255,419.599,29.205,87.615
1061.356,317.933,182.915,574.22,574.22,703.804,475.75,96.182,288.547
782.433,440.991,450.312,443.409,513.029,658.817,664.382,189.186,567.557
1068.668,625.348,760.436,341.422,341.422,467.497,440.931,81.108,243.323
753.103,-502.068,-500.923,1145.799,1648.885,907.316,1.54,28.118,0
775.833,-407.444,-380,-242.799,728.398,0,-64.318,241.496,265.768
1335.265,-482.035,-380,47.439,47.439,31.626,-59.982,81.917,536.391
1586.181,-515.491,-380,147.806,147.806,98.537,-46.6,-115.469,486.208
1257.386,219.468,594.173,289.629,289.629,387.403,291.475,-73.64,220.921
1630.807,-607.439,-487.498,29.492,29.492,147.906,91.211,-174.578,523.734
1631.579,-534.884,-352.289,85.662,107.855,105.184,49.921,-190.199,570.597
